doc_id,section_nr,section,paragraph_nr,sentence_nr,sentence,country,data_year
france_2011,2,Issues in national politics,4,10,"Just as the eurozone was undergoing severe turbulence in 2011, so was the EU's neighbourhood in North Africa and the Middle East convulsed by popular uprisings and falling regimes and here, too, France's leaders looked to the EU and international levels for support.",France 2011,2011
france_2011,2,Issues in national politics,4,11,"The Arab Spring began on France's doorstep in its former colony, Tunisia, and France's initial response was a false start, with direct domestic ramifications.",France 2011,2011
france_2011,2,Issues in national politics,4,12,"On 11 January 2011, then Foreign Minister Michèle Alliot‐Marie announced to the French National Assembly that France would make available to the Tunisian regime of President Ben Ali the ‘savoir‐faire’ of France's ‘world‐renowned’ security services.",France 2011,2011
france_2011,2,Issues in national politics,4,13,"This response cost her her job in the government reshuffle of 27 February 2011 (see Table 2), and was indicative of a deeper malaise regarding French diplomacy.",France 2011,2011
france_2011,2,Issues in national politics,4,14,"On 22 February 2011, Le Monde (2011) published a critique of French foreign policy issued by retired and serving French diplomats calling themselves the ‘Marly Group’, collectively alarmed and galvanised by what they saw as the ‘impulsivity’, ‘amateurism’, ‘mediatic preoccupation’ and ‘lack of coherence’ of French foreign policy since the election of Nicolas Sarkozy.",France 2011,2011
france_2011,2,Issues in national politics,4,15,"This perspective was arguably further illustrated by the dramatic events of March 2011 when, in response to the growing rebel activity in Libya against the regime of Muammar Gaddafi, President Sarkozy and British Prime Minister David Cameron agitated for United Nations Security Council Resolution 1973 authorising military force for the protection of Libyan civilians, and subsequently led the swift and emphatic military intervention under NATO auspices (the latter aspect after initial resistance on the part of President Sarkozy). This Libyan adventure subsequently became an important aspect of the presentation of President Sarkozy's record of achievement by himself and his party when it came to campaigning for re‐election in 2012.",France 2011,2011
france_2011,2,Issues in national politics,5,16,Some efforts were made to attend to the ethics both of French foreign policy and domestic politics in France.,France 2011,2011
france_2011,2,Issues in national politics,5,17,"The Prime Minister issued a circular clarifying the rules of conduct for government ministers when accepting overseas hospitality of the kind he had benefited from during his holiday in Egypt, shortly before its regime fell in the New Year.",France 2011,2011
france_2011,2,Issues in national politics,5,18,"Meanwhile, Alliot‐Marie had sealed her fate by having enjoyed, with members of her family (including her husband Patrick Ollier, also a government minister), various forms of hospitality extended, allegedly, by individuals close to Tunisian President Ben Ali and with business links to members of her family.",France 2011,2011
france_2011,2,Issues in national politics,5,19,"The trip took place over the Christmas holiday period directly preceding the Tunisian uprising, less than a month before President Ben Ali fled the country.",France 2011,2011
france_2011,2,Issues in national politics,5,20,"More broadly, in 2010, President Sarkozy commissioned a report on the prevention of conflicts of interests in public life.",France 2011,2011
france_2011,2,Issues in national politics,5,21,This was delivered in January 2011 and it recommended the creation of a High Authority for Ethics (la déontologie) in public life; the government bill to set this up came forward six months later.,France 2011,2011
france_2011,2,Issues in national politics,5,22,"In a similar vein, by then the government had also taken steps to establish a public (Internet‐based) register of ministers’ (financial) interests in an effort to establish more transparent public governance; and by year end had set up a new government portal (www.data.gouv.fr) bringing together under one virtual roof, and for free, public data relating to public service missions at the local, regional and national levels.",France 2011,2011
france_2011,2,Issues in national politics,5,23,"These initiatives, however, were matched by ongoing critiques of government attacks on civil liberties, including the securitisation of policy domains ranging from youth delinquency to Internet surveillance: precisely the sort of ‘flaws’ enumerated by the EUI's 2010 Democracy Index.",France 2011,2011
france_2011,2,Issues in national politics,6,24,"Other developments equally suggested a government in defensive mode: full implementation of the 2010 ‘burqa ban’ came into effect in March 2011; and in June, yet another bill was passed that further tightened the screw on the ‘conditions for remaining on French territory and obtaining French nationality’ (Journal officiel 2011b).There was also damning evidence that public confidence in public administration had plummeted.",France 2011,2011
france_2011,2,Issues in national politics,6,25,"This latter critique was contained in the annual report of the state's own Ombudsman (le médiateur), published in March 2011,and was linked to the ‘precipitate reforms’ and their unintended ‘collateral damage’ that had come to characterise Nicolas Sarkozy's presidency (CNIL 2011). The constitutional reform of 2008 had already provided for the Ombudsman to be replaced by a new position, the Défenseur de la République, whose responsibilities would henceforth also incorporate those previously exercised by the Children's Ombudsman, the National Committee for Ethics and Security and HALDE (the High Authority Campaigning against Discrimination and for Equality). In June 2011, Centrist politician Dominique Baudis was appointed as the first ‘Defender of the Republic’ with his powers thus consolidated.",France 2011,2011
france_2011,2,Issues in national politics,7,26,The morality of public and political life in France was brought sharply to national and international attention in the course of 2011 by way of the very public humiliation of two prominent French politicians.,France 2011,2011
france_2011,2,Issues in national politics,7,27,"In December, former President Jacques Chirac was finally convicted for financial wrongdoing while Mayor of Paris between 1977and 1995. He received a two‐year custodial sentence for the misuse of public funds and illegal benefits (for his political party, the then Rally for the Republic), but ill‐health not only kept him out of jail via a suspended sentence, it also generated much sympathy and warmth for a figure whose popularity was now higher than ever.",France 2011,2011
france_2011,2,Issues in national politics,7,28,"A similarly mixed reception met what was undoubtedly the political scandal of the year, if not the decade.",France 2011,2011
france_2011,2,Issues in national politics,7,29,"On 14 May 2011, Dominique Strauss‐Kahn, serving head of the International Monetary Fund (IMF) and informally designated French Socialist Party nominee for the 2012 presidential election, was accused of sexual assault on a hotel maid in New York and arrested in the most dramatic, newsworthy fashion: escorted off his flight to Paris before take‐off, and paraded in front of the world's media long before innocence or guilt had been established.",France 2011,2011
france_2011,2,Issues in national politics,7,30,"In domestic political terms, this spectacular fall from grace not only brought DSK's political career to an abrupt halt – for now – but also raised the lid in France on futher allegations of sexual misconduct by Strauss‐Kahn, as well as cases involving other political figures (see the case of Georges Tron, see Table 2 below); on long‐known issues of media complicity in protecting the private lives of those in public life; and, more sinister still for the morality of French politics and public life, on the apparent acceptability of levels of sexism and machoism in politics, state administration and business life.",France 2011,2011
france_2011,2,Issues in national politics,7,31,A report presented to the French President in March 2011 (Documentation française 2011) noted that ‘very strong’ inequalities persisted in the matter of women's salaries and access to management positions in the public.,France 2011,2011
france_2011,2,Issues in national politics,7,32,"Two months earlier, on 27 January, a law had come into force to introduce quotas intended to improve women's representation on the management bodies of publicly quoted and state companies and, in May 2011, a Committee was set up by the government to study media representations of women in France.",France 2011,2011
france_2011,2,Issues in national politics,8,33,"The disappearance of DSK from the political equation added a new dimension to the political competition taking shape in 2011 with a view to the forthcoming presidential and parliamentary elections in 2012. Bereft of the ‘statesman of interdependence’ (Duchene 1994) that national and international media were so sure would be the next President of France, the French Socialist Party (PS) produced a rather different result from their ‘citizens’ primaries’ held between 9–16 October 2011: former party leader François Hollande was designated the party's presidential candidate for 2012. Soon after, in November, the PS concluded difficult negotiations with the French Greens/Ecologist Party (Europe Écologie‐les Verts) that had won national prominence in the European Parliament elections of 2009, and had selected former judge Eva Joly as their presidential nominee.",France 2011,2011
france_2011,2,Issues in national politics,8,34,"The Greens were proposing to bring to a close France's nearly 40 year‐old nuclear energy production programme (in a year marked by the calamitous earthquake, tsunami and Fukushima nuclear reactor disaster in Japan), and this issue was a marker of the tensions that would characterise this relationship on the left of French politics.",France 2011,2011
france_2011,2,Issues in national politics,9,35,"On the right, the incumbent government of Prime Minister François Fillon suffered two heavy electoral defeats in the course of the year (see Ministère de l'Intérieur 2012a, 2012b). On 20 and 27 March, ‘about one half of all French voters registered in one half of French counties (cantons) were called to the polls … to elect one half of the general councilors sitting in the general council of each department’ (Gougou & Labouret 2011: 381). These representatives would serve for three years, with the post and the elections themselves due to be replaced by the new function of territorial councillor to come into being in 2014 (see Drake 2011). The elections were marked by high abstention rates (44.3 per cent in round one); the loss of council seats for the UMP (‘a severe “vote sanction”’ that took the government coalition's representation at this level ‘to a historic low level’ (Gougou & Labouret 2011: 382)); and, significantly in view of the National Front's selection in January of Marine Le Pen as their new leader and, by default, presidential candidate for 2012, a strong showing (two council seats) by the far right party in its best performance ever in local elections.",France 2011,2011
france_2011,2,Issues in national politics,9,36,"The government losses in the September 2011 elections to the French Senate were even more strikingly symbolic: for the first time since the beginning of the Fifth Republic in 1958, an absolute majority of seats (177 out of 348) was now held by the left, which subsequently elected the Socialist Party group leader in the chamber, Jean‐Pierre Bel, to the Senate chair. (In state protocol, the President of the French Senate is second in authority only to the President of the Republic.)",France 2011,2011
france_2011,3,The eurozone crisis and French economic policy,1,1,"How far would France go to stabilise the eurozone, and with what implications for domestic politics?",France 2011,2011
france_2011,3,The eurozone crisis and French economic policy,1,2,"The year 2011 saw the French President attend a succession of summits at European Union level at which the immediate challenge – to prevent the Greek economy from submerging under the pressure of its debts, and subsequently exiting the eurozone, possibly taking the whole single currency edifice with it – required a level of Franco‐German agreement that was extremely difficult to achieve.",France 2011,2011
france_2011,3,The eurozone crisis and French economic policy,1,3,"Part of the challenge in this relationship was the cost of German support for ailing eurozone economies – namely, a call for a far greater level of supranational control by EU‐level bodies over the national economies of the eurozone members, including France, and the additional dents that would make in the carapace of French state sovereignty that lies at the heart of the Fifth French Republic.",France 2011,2011
france_2011,3,The eurozone crisis and French economic policy,1,4,"Not only this, but by the end of the year there was a very real threat that France would lose its triple A credit rating – a clear sign of international market nervousness over the health of the French economy.",France 2011,2011
france_2011,3,The eurozone crisis and French economic policy,1,5,"In February 2011, France's own Court of Accounts urged the government to undertake immediate and significant structural forms in order to cut its public deficit (Cour des Comptes 2011a). In September, the same body warned the government of the ongoing and growing deficit in the social security budget; and in November 2011 it delivered a strong critique of the shortcomings of the government's budgetary governance structures overall (Cour des Comptes 2011b). By the end of the year, the government's finance bill for 2012 (Journal Officiel 2011a) incorporated a number of the corrective measures taken or proposed in the course of the year to raise additional revenue (an additional VAT rate of 7.5 per cent; increased tax on very high incomes; raised rates of duty on tobacco and alcohol; and, significantly, the roll‐back of what had been President Sarkozy's notorious flagship ‘tax shield’ for very high earners); and to cut spending (maintaining the rule of replacing only one in two retired state public servants), with the overall aim of reducing the public deficit to 4.5 per cent of gross domestic product (GDP) by the end of 2012 in comparison with 5.7 per cent at the end of 2011. Thus was France set on a path to ‘austerity’; in French political discourse, this is a term charged with dread and danger, and would become a key issue in the elections of the following year.",France 2011,2011
france_2011,4,The ‘Arab Spring’ and its domestic aftermath,1,1,"Just as the eurozone was undergoing severe turbulence in 2011, so was the EU's neighbourhood in North Africa and the Middle East convulsed by popular uprisings and falling regimes and here, too, France's leaders looked to the EU and international levels for support.",France 2011,2011
france_2011,4,The ‘Arab Spring’ and its domestic aftermath,1,2,"The Arab Spring began on France's doorstep in its former colony, Tunisia, and France's initial response was a false start, with direct domestic ramifications.",France 2011,2011
france_2011,4,The ‘Arab Spring’ and its domestic aftermath,1,3,"On 11 January 2011, then Foreign Minister Michèle Alliot‐Marie announced to the French National Assembly that France would make available to the Tunisian regime of President Ben Ali the ‘savoir‐faire’ of France's ‘world‐renowned’ security services.",France 2011,2011
france_2011,4,The ‘Arab Spring’ and its domestic aftermath,1,4,"This response cost her her job in the government reshuffle of 27 February 2011 (see Table 2), and was indicative of a deeper malaise regarding French diplomacy.",France 2011,2011
france_2011,4,The ‘Arab Spring’ and its domestic aftermath,1,5,"On 22 February 2011, Le Monde (2011) published a critique of French foreign policy issued by retired and serving French diplomats calling themselves the ‘Marly Group’, collectively alarmed and galvanised by what they saw as the ‘impulsivity’, ‘amateurism’, ‘mediatic preoccupation’ and ‘lack of coherence’ of French foreign policy since the election of Nicolas Sarkozy.",France 2011,2011
france_2011,4,The ‘Arab Spring’ and its domestic aftermath,1,6,"This perspective was arguably further illustrated by the dramatic events of March 2011 when, in response to the growing rebel activity in Libya against the regime of Muammar Gaddafi, President Sarkozy and British Prime Minister David Cameron agitated for United Nations Security Council Resolution 1973 authorising military force for the protection of Libyan civilians, and subsequently led the swift and emphatic military intervention under NATO auspices (the latter aspect after initial resistance on the part of President Sarkozy). This Libyan adventure subsequently became an important aspect of the presentation of President Sarkozy's record of achievement by himself and his party when it came to campaigning for re‐election in 2012.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,1,Some efforts were made to attend to the ethics both of French foreign policy and domestic politics in France.,France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,2,"The Prime Minister issued a circular clarifying the rules of conduct for government ministers when accepting overseas hospitality of the kind he had benefited from during his holiday in Egypt, shortly before its regime fell in the New Year.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,3,"Meanwhile, Alliot‐Marie had sealed her fate by having enjoyed, with members of her family (including her husband Patrick Ollier, also a government minister), various forms of hospitality extended, allegedly, by individuals close to Tunisian President Ben Ali and with business links to members of her family.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,4,"The trip took place over the Christmas holiday period directly preceding the Tunisian uprising, less than a month before President Ben Ali fled the country.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,5,"More broadly, in 2010, President Sarkozy commissioned a report on the prevention of conflicts of interests in public life.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,6,This was delivered in January 2011 and it recommended the creation of a High Authority for Ethics (la déontologie) in public life; the government bill to set this up came forward six months later.,France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,7,"In a similar vein, by then the government had also taken steps to establish a public (Internet‐based) register of ministers’ (financial) interests in an effort to establish more transparent public governance; and by year end had set up a new government portal (www.data.gouv.fr) bringing together under one virtual roof, and for free, public data relating to public service missions at the local, regional and national levels.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,1,8,"These initiatives, however, were matched by ongoing critiques of government attacks on civil liberties, including the securitisation of policy domains ranging from youth delinquency to Internet surveillance: precisely the sort of ‘flaws’ enumerated by the EUI's 2010 Democracy Index.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,2,9,"Other developments equally suggested a government in defensive mode: full implementation of the 2010 ‘burqa ban’ came into effect in March 2011; and in June, yet another bill was passed that further tightened the screw on the ‘conditions for remaining on French territory and obtaining French nationality’ (Journal officiel 2011b).There was also damning evidence that public confidence in public administration had plummeted.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,2,10,"This latter critique was contained in the annual report of the state's own Ombudsman (le médiateur), published in March 2011,and was linked to the ‘precipitate reforms’ and their unintended ‘collateral damage’ that had come to characterise Nicolas Sarkozy's presidency (CNIL 2011). The constitutional reform of 2008 had already provided for the Ombudsman to be replaced by a new position, the Défenseur de la République, whose responsibilities would henceforth also incorporate those previously exercised by the Children's Ombudsman, the National Committee for Ethics and Security and HALDE (the High Authority Campaigning against Discrimination and for Equality). In June 2011, Centrist politician Dominique Baudis was appointed as the first ‘Defender of the Republic’ with his powers thus consolidated.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,11,The morality of public and political life in France was brought sharply to national and international attention in the course of 2011 by way of the very public humiliation of two prominent French politicians.,France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,12,"In December, former President Jacques Chirac was finally convicted for financial wrongdoing while Mayor of Paris between 1977and 1995. He received a two‐year custodial sentence for the misuse of public funds and illegal benefits (for his political party, the then Rally for the Republic), but ill‐health not only kept him out of jail via a suspended sentence, it also generated much sympathy and warmth for a figure whose popularity was now higher than ever.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,13,"A similarly mixed reception met what was undoubtedly the political scandal of the year, if not the decade.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,14,"On 14 May 2011, Dominique Strauss‐Kahn, serving head of the International Monetary Fund (IMF) and informally designated French Socialist Party nominee for the 2012 presidential election, was accused of sexual assault on a hotel maid in New York and arrested in the most dramatic, newsworthy fashion: escorted off his flight to Paris before take‐off, and paraded in front of the world's media long before innocence or guilt had been established.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,15,"In domestic political terms, this spectacular fall from grace not only brought DSK's political career to an abrupt halt – for now – but also raised the lid in France on futher allegations of sexual misconduct by Strauss‐Kahn, as well as cases involving other political figures (see the case of Georges Tron, see Table 2 below); on long‐known issues of media complicity in protecting the private lives of those in public life; and, more sinister still for the morality of French politics and public life, on the apparent acceptability of levels of sexism and machoism in politics, state administration and business life.",France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,16,A report presented to the French President in March 2011 (Documentation française 2011) noted that ‘very strong’ inequalities persisted in the matter of women's salaries and access to management positions in the public.,France 2011,2011
france_2011,5,Scandals and ethics in French political life,3,17,"Two months earlier, on 27 January, a law had come into force to introduce quotas intended to improve women's representation on the management bodies of publicly quoted and state companies and, in May 2011, a Committee was set up by the government to study media representations of women in France.",France 2011,2011
france_2011,6,Presidential primaries and national elections,1,1,"The disappearance of DSK from the political equation added a new dimension to the political competition taking shape in 2011 with a view to the forthcoming presidential and parliamentary elections in 2012. Bereft of the ‘statesman of interdependence’ (Duchene 1994) that national and international media were so sure would be the next President of France, the French Socialist Party (PS) produced a rather different result from their ‘citizens’ primaries’ held between 9–16 October 2011: former party leader François Hollande was designated the party's presidential candidate for 2012. Soon after, in November, the PS concluded difficult negotiations with the French Greens/Ecologist Party (Europe Écologie‐les Verts) that had won national prominence in the European Parliament elections of 2009, and had selected former judge Eva Joly as their presidential nominee.",France 2011,2011
france_2011,6,Presidential primaries and national elections,1,2,"The Greens were proposing to bring to a close France's nearly 40 year‐old nuclear energy production programme (in a year marked by the calamitous earthquake, tsunami and Fukushima nuclear reactor disaster in Japan), and this issue was a marker of the tensions that would characterise this relationship on the left of French politics.",France 2011,2011
france_2011,6,Presidential primaries and national elections,2,3,"On the right, the incumbent government of Prime Minister François Fillon suffered two heavy electoral defeats in the course of the year (see Ministère de l'Intérieur 2012a, 2012b). On 20 and 27 March, ‘about one half of all French voters registered in one half of French counties (cantons) were called to the polls … to elect one half of the general councilors sitting in the general council of each department’ (Gougou & Labouret 2011: 381). These representatives would serve for three years, with the post and the elections themselves due to be replaced by the new function of territorial councillor to come into being in 2014 (see Drake 2011). The elections were marked by high abstention rates (44.3 per cent in round one); the loss of council seats for the UMP (‘a severe “vote sanction”’ that took the government coalition's representation at this level ‘to a historic low level’ (Gougou & Labouret 2011: 382)); and, significantly in view of the National Front's selection in January of Marine Le Pen as their new leader and, by default, presidential candidate for 2012, a strong showing (two council seats) by the far right party in its best performance ever in local elections.",France 2011,2011
france_2011,6,Presidential primaries and national elections,2,4,"The government losses in the September 2011 elections to the French Senate were even more strikingly symbolic: for the first time since the beginning of the Fifth Republic in 1958, an absolute majority of seats (177 out of 348) was now held by the left, which subsequently elected the Socialist Party group leader in the chamber, Jean‐Pierre Bel, to the Senate chair. (In state protocol, the President of the French Senate is second in authority only to the President of the Republic.)",France 2011,2011
france_2011,7,Conclusions,1,1,"The year ended with reminders of France's interdependence in its European relations, much as it had begun.",France 2011,2011
france_2011,7,Conclusions,1,2,"On 3–4 November 2011, France hosted the closing summit of the G20 group of industrialised and emerging nations that it had chaired for the previous twelve months in a clear attempt to stamp French influence onto global economic affairs, with only modest success.",France 2011,2011
france_2011,7,Conclusions,1,3,"Furthermore, the summit itself was overshadowed by an unexpected announcement by Greek Prime Minister George Papandreou that he intended to hold a national referendum on the rescue packages so painfully negotiated at EU level over the course of 2011. In the end, the Greek Prime Minister was persuaded to change his mind, but the initiative was symbolic of the strains and tensions between EU Member States that had destabilised the eurozone throughout the year.",France 2011,2011
france_2011,7,Conclusions,1,4,"These difficulties were not fully resolved, moreover, by the discussions of the European Council in its summit on 8–9 December 2011. The core Franco‐German proposals on this occasion were to strengthen the long‐term governance structures of the eurozone, above and beyond the immediate fixes that had proven necessary in the face of the urgent Greek crises in 2011. Proposed measures included, significantly, a further tightening of EU‐level control over domestic budgetary discipline and economic policy.",France 2011,2011
france_2011,7,Conclusions,1,5,The language of the EU declaration (European Council 2011) was unequivocal: there would be a new ‘contract’ between eurozone members for ‘common and ambitious rules’ for the single currency union; the contract would revolve around a ‘new legal framework’ integrated into national law at ‘constitutional level or equivalent’ that would show the ‘firm political determination’ of the Member States to balance their national budgets (according to a so‐called ‘golden rule’) and coordinate their economic policy making.,France 2011,2011
france_2011,7,Conclusions,1,6,"Sanctions for failure would be automatic, and the Commission and the Court of Justice of the European Union would have jurisdiction over enforcement, in addition to Council oversight (see also European Council 2012a,2012b).",France 2011,2011
france_2011,7,Conclusions,2,7,"The outcome of these discussions was agreement on a new, intergovernmental Treaty on Stability, Coordination and Governance in the Economic and Monetary Union between 25 of the EU's Member States (the United Kingdom and the Czech Republic declined to participate). The Treaty ‘aimed at strengthening fiscal discipline and introducing stricter surveillance within the euro area, in particular by establishing a “balanced budget rule”’ (European Council 2012b). In this manner, French President Sarkozy had been a chief architect of a development that represented a significant step towards a more federal‐type European Union.",France 2011,2011
france_2011,7,Conclusions,2,8,"Contender for the presidency, François Hollande declared that were he to win in 2012, he would seek to ‘renegotiate’ the new treaty with France's partners – starting with Germany – in order to balance its focus on austerity with the goal of boosting economic growth, and employment, across the eurozone.",France 2011,2011
france_2011,7,Conclusions,3,9,A warning against the potential social cost of more austerity had already been shot across the bow of the would‐be presidential candidates in the form of a day of joint action by several trades unions on 11 October.,France 2011,2011
france_2011,7,Conclusions,3,10,The demands of the day (for a fairer distribution of wealth to protect ‘purchasing power’ and social welfare protection) would become key issues in the 2012 elections.,France 2011,2011
france_2011,7,Conclusions,3,11,"Hollande's own challenge to the prospect of all‐out austerity at national and EU levels stopped short of contesting the process itself, and thus by the close of 2011, France was teetering on the edge of an additional and profound commitment to the EU in the form of a federal fiscal union and the challenges to national democracy that such a step would ineluctably pose.",France 2011,2011
france_2012,2,The 2012 presidential and legislative elections,1,1,"According to the left‐leaning French daily Libération, 2012 was a ‘year of shocks and contradictions’ (Giret 2012: 3). In political terms it was dominated by four rounds of voting in the presidential and legislative elections, whose results included the defeat of President Sarkozy's pursuit of a second term and the election of François Hollande, following in the footsteps of François Mitterrand as only the second Socialist President in the history of the French Fifth Republic.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,1,2,"A Socialist‐led majority in the French National Assembly also ensued, giving the party unprecedented political power, as in recent years it had also become thedominant force in the French second chamber (the Senate), as well as in the bulk of France's regions (see Izraelewicz 2012:1). However, in a year when both the crisis in the eurozone and political scandal continued to dominate the political agenda, in many ways 2012 belonged to Marine Le Pen.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,1,3,"Her attempts to sanitise the Front National (FN) brand appeared to pay dividends with 6,421,426 voters backing her candidacy in the first round of the presidential elections, a record for FN (Ministère de l'intérieur 2012a).",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,2,4,"In essence, the presidential campaign was played out primarily on the safe ground of traditional left/right territory.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,2,5,Sitting President Sarkozy's campaign was designed to shore up the traditional right‐wing vote in France.,France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,2,6,"After much speculation he announced his decision to run for a second term in February with the slogan ‘France Forte’ and promised to balance the French budget by 2016, to cut the number of migrants coming to France by half, and to force the unemployed to seek job training (Pouvoir Politique 2012a). Sarkozy had given notice that these latter two issues were likely to form the backbone of his campaign a few days earlier when he announced in an interview with Le Figaro magazine his intention to hold referendums on illegal immigration and the ‘obligations’ of the unemployed (Le Figaro 2012a). In retrospect Sarkozy's intentions to stand for a second term were never really in doubt.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,2,7,"In January, in what many saw as an attempt to reach out to Marine Le Pen's potential voters, he paid homage to Joan of Arc on the 600th anniversary of her birth, the start in reality of his campaign for re‐election.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,2,8,"Sarkozy's campaign, however, was rather slow out of the blocks and Sarkozy the candidate (as opposed to President) appeared somewhat disengaged and uncertain in the initial stages, even confessing in an interview in Guyana at the end of January that if he was to lose the presidency ‘you will no longer see me’ in French politics (Biseau 2012).",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,3,9,This was in direct contrast to Francois Hollande's campaign for the Socialist Party.,France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,3,10,"Faced with the prospect of no longer having to go head‐to‐head with Dominique Strauss‐Kahn for the nomination as candidate and having subsequently fought off his rival (the Mayor of Lille and daughter of Jacques Delors) Martine Aubry in the primaries for the party's presidential candidacy, his campaign was launched in October 2011 in an upbeat fashion at a rally in Paris at the Halle Freyssinet followed by a large‐scale meeting in Le Bourget in January, where 20,000 Socialist Party supporters and activists listened to the future President outlining his ‘projet’ for the future of France.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,3,11,Hollande's campaign in terms of policy was centred around the themes of social justice and restoring hope for France's younger generation (two themes that were also highlighted in his victory speech) as well as the re‐negotiation of the European Union fiscal pact signed by Sarkozy in December 2011 (see Drake 2012: 113) with a clearer focus on employment and growth.,France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,3,12,The underlying theme of his campaign was the implicit need to tackle France's economic productivity in order to come out of recession and to safeguard the French social model.,France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,3,13,"He proposed, in what appeared as a last minute gesture to appease the left, to introduce a 75 per cent tax rate on incomes beyond €1 million per annum as well as promising to increase taxes for big businesses, to create 60,000 new teaching jobs and to embark on an ambitious social housing programme (Pouvoir Politique 2012b).",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,4,14,"Away from the prominent issues of the campaign, one of the underlying differences between the two main candidates, and one persistently emphasised by the Hollande campaign team, were their personalities.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,4,15,"Hollande's pitch was to deliberately present himself in direct contrast to Sarkozy, a ‘monsieur normal’ who would not be swayed by the trappings of presidential office (Le Nouvel Observateur 2012a). After five years of a Sarkozy presidency, where the President had fallen prey to media accusations that he was a ‘bling‐bling’ President, prone to gaffes, enamoured of power and with a reputation for his short fuse, this proved an effective campaign strategy.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,4,16,Counter‐claims by the President's campaign team that Hollande was simply not up to the job in terms of experience and personality appeared not to strike a chord with undecided voters in spite of the fact that he had never held ministerial office.,France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,5,17,The underlying backdrop of the left/right divide in France was also evident with regard to the main contenders for the presidency beyond the two main parties.,France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,5,18,"Whereas in 2007 Francois Bayrou's centre‐ground MoDem finished third in the first round with almost 19 per cent of the vote, in 2012 he was relegated to fifth place with 9.13 per cent behind Marine Le Pen (17.9 per cent) and Front de Gauche candidate Jean‐Luc Mélenchon (11.1 per cent) (Ministère de l'intérieur 2012a). Both these candidates from the twin extremes of the political system fought dynamic campaigns which questioned France's role within Europe and globally, and put pressure on the two main candidates: Le Pen forcing Sarkozy to veer to the right and Mélenchon forcing Hollande to veer to the left.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,5,19,"Le Pen's vision of a culturally and economic protectionist France, hostile to the EU and the effects of globalisation (see Startin & Krouwel 2013) was in the context of rising unemployment in the midst of the eurozone crisis, a recipe for success.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,5,20,"Aided by the tragic events in the southwest of France in March where three French soldiers, three children and a teacher were shot dead by Islamic militant Mohamed Marah, Le Pen was able to capitalise on the party's signature issues of immigration, Islamisation and ‘l'insécurité’. Building on the platform of her father's vote in 2002 and winning back many FN voters who had backed Sarkozy in 2007, a measure of Marine Le Pen's electoral success in 2012 was that she polled more than 20 per cent in half of France's 22 regions in the north, east and southeast (see Le Monde 2012a).",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,6,21,"Mélenchon, who left the French Socialist Party in 2008 to set up the Front de Gauche with the Communist Party, centred his campaign around neo‐marxist solutions to the global economic crisis, laying many of France's ills at the door of the EU and its neo‐liberal direction.",France 2012,2012
france_2012,2,The 2012 presidential and legislative elections,6,22,"Calling for a ‘citizens' revolution’ (Mélenchon 2012), he argued that the austerity policies implemented across Europe were not just unfair, but also counterproductive, stating that the problem was not about wealth production (as claimed by neo‐liberals and social democrats), but about the need to redistribute it (see Marlière 2012). His manifesto called for a 20 per cent increase in the minimum wage in France as well as a cap on all yearly income above €360,000 (Pouvoir Politique 2012c). After reaching a high of nearly 20 per cent in the polls in the build‐up to the first round vote, his support fell away somewhat in the confines of the ballot box.",France 2012,2012
